,WineID,WineName,WineryName,Country,Type,full_text
937,194299,Egri Bikavér Bulls Blood,Egervin,Hungary,Red,Egri Bikavér Bulls Blood by Egervin (Hungary)
938,194341,Cuvée De Printemps,Château Ksara,Lebanon,Red,Cuvée De Printemps by Château Ksara (Lebanon)
939,194479,Santorini,Gavalas,Greece,White,Santorini by Gavalas (Greece)
940,194594,Tokaji Aszú 3 Puttonyos,Vinum Regum Rex Vinorum,Hungary,Dessert,Tokaji Aszú 3 Puttonyos by Vinum Regum Rex Vinorum (Hungary)
941,194674,Aszú 6 Puttonyos,Megyer,Hungary,Dessert,Aszú 6 Puttonyos by Megyer (Hungary)
942,194769,Tokaji Aszú 3 Puttonyos,Château Pajzos,Hungary,Dessert,Tokaji Aszú 3 Puttonyos by Château Pajzos (Hungary)
943,194776,Santorini,Venetsanos,Greece,White,Santorini by Venetsanos (Greece)
944,194820,Vin de Crete Red,Kourtaki,Greece,Red,Vin de Crete Red by Kourtaki (Greece)
945,194848,Kokoro,Te Motu,New Zealand,Red,Kokoro by Te Motu (New Zealand)
946,194946,Tiwha Pinot Noir,Coal Pit,New Zealand,Red,Tiwha Pinot Noir by Coal Pit (New Zealand)
947,195049,Gravel Pit Merlot-Malbec,Wild Rock,New Zealand,Red,Gravel Pit Merlot-Malbec by Wild Rock (New Zealand)
948,195069,Elspeth Syrah,Mills Reef,New Zealand,Red,Elspeth Syrah by Mills Reef (New Zealand)
949,195170,Bendigo Vineyard Pinot Noir,Valli,New Zealand,Red,Bendigo Vineyard Pinot Noir by Valli (New Zealand)
950,195262,Les Bretèches Rosé,Château Kefraya,Lebanon,Rosé,Les Bretèches Rosé by Château Kefraya (Lebanon)
951,195263,Cellar Selection Syrah,Villa Maria,New Zealand,Red,Cellar Selection Syrah by Villa Maria (New Zealand)
952,195300,Zweigelt,Schloss Gobelsburg,Austria,Red,Zweigelt by Schloss Gobelsburg (Austria)
953,195407,Earth Smoke Pinot Noir,Pyramid Valley Vineyards,New Zealand,Red,Earth Smoke Pinot Noir by Pyramid Valley Vineyards (New Zealand)
954,195459,Woodthorpe Vineyard Syrah,Te Mata,New Zealand,Red,Woodthorpe Vineyard Syrah by Te Mata (New Zealand)
955,195476,Cuvée Alexander Rose de Pinot Extra Brut,Aristov,Russia,Sparkling,Cuvée Alexander Rose de Pinot Extra Brut by Aristov (Russia)
956,195548,Syrah,Church Road,New Zealand,Red,Syrah by Church Road (New Zealand)
957,195560,Syrah,Gran Cavalier,Malta,Red,Syrah by Gran Cavalier (Malta)
958,195607,Úrágya Tokaji Furmint,Szepsy,Hungary,White,Úrágya Tokaji Furmint by Szepsy (Hungary)
959,195646,Special Reserve Brut Cuvée,Lindauer,New Zealand,Sparkling,Special Reserve Brut Cuvée by Lindauer (New Zealand)
960,195679,Manastir,Shiluh,Turkey,Red,Manastir by Shiluh (Turkey)
961,195821,Maximum Grüner Veltliner,Hiedler,Austria,White,Maximum Grüner Veltliner by Hiedler (Austria)
962,195831,Kormilitsa Red,Tsantali,Greece,Red,Kormilitsa Red by Tsantali (Greece)
963,195869,Zweigelt Classic,Urbanihof,Austria,Red,Zweigelt Classic by Urbanihof (Austria)
964,195882,Merlot,Gran Cavalier,Malta,Red,Merlot by Gran Cavalier (Malta)
965,195939,Late Harvest Sémillon,Sileni Estates,New Zealand,Dessert,Late Harvest Sémillon by Sileni Estates (New Zealand)
966,195958,Merlot-Cabernet Franc,Te Awanga Estate,New Zealand,Red,Merlot-Cabernet Franc by Te Awanga Estate (New Zealand)
967,196087,Gemischter Satz,Laessiger,Austria,White,Gemischter Satz by Laessiger (Austria)
968,196091,Tokaji Muscat Lunel Aszu 6 Puttonyos,Pauleczki Szolobirtok,Hungary,Dessert,Tokaji Muscat Lunel Aszu 6 Puttonyos by Pauleczki Szolobirtok (Hungary)
969,196197,Riesling Wagramterrassen,Leth,Austria,White,Riesling Wagramterrassen by Leth (Austria)
970,196249,Chardonnay,Schloss Halbturn,Austria,White,Chardonnay by Schloss Halbturn (Austria)
971,196255,Gelber Muskateller,Regele,Austria,White,Gelber Muskateller by Regele (Austria)
972,196273,Merlot,Medina,Malta,Red,Merlot by Medina (Malta)
973,196313,Chardonnay,Gran Cavalier,Malta,White,Chardonnay by Gran Cavalier (Malta)
974,196323,Sauvignon Blanc,Quercus,Slovenia,White,Sauvignon Blanc by Quercus (Slovenia)
975,196531,Tokaji Aszú 6 Puttonyos,Vinum Regum Rex Vinorum,Hungary,Dessert,Tokaji Aszú 6 Puttonyos by Vinum Regum Rex Vinorum (Hungary)
976,196602,Zweigeltrebe,Znovín Znojmo,Czech Republic,Red,Zweigeltrebe by Znovín Znojmo (Czech Republic)
977,196626,Syrah,Karipidis,Greece,Red,Syrah by Karipidis (Greece)
978,196663,Maximum Reserve Grüner Veltliner,Hiedler,Austria,White,Maximum Reserve Grüner Veltliner by Hiedler (Austria)
979,196687,Pošip,Testament,Croatia,White,Pošip by Testament (Croatia)
980,196710,The Soloist Pinot Rosé,Misha's Vineyard,New Zealand,Rosé,The Soloist Pinot Rosé by Misha's Vineyard (New Zealand)
981,196718,Select Rosé Brut,Château Tamagne,Russia,Sparkling,Select Rosé Brut by Château Tamagne (Russia)
982,196838,Kallisto,Mercouri Estate,Greece,White,Kallisto by Mercouri Estate (Greece)
983,196894,Merlot,Katsaros,Greece,Red,Merlot by Katsaros (Greece)
984,196920,Cabernet Sauvignon Rosé,Castel Mimi,Moldova,Rosé,Cabernet Sauvignon Rosé by Castel Mimi (Moldova)
985,196946,Villányi Pinot Noir,Gere Tamás,Hungary,Red,Villányi Pinot Noir by Gere Tamás (Hungary)
986,196988,Cabernet Sauvignon Rosé,Znovín Znojmo,Czech Republic,Rosé,Cabernet Sauvignon Rosé by Znovín Znojmo (Czech Republic)
987,197511,Single Vineyard Pinot Rosé,Matawhero,New Zealand,Rosé,Single Vineyard Pinot Rosé by Matawhero (New Zealand)
988,197580,Grenache Rosé,Medina,Malta,Rosé,Grenache Rosé by Medina (Malta)
989,197673,St. Laurent Reserve,Johann Gisperg,Austria,Red,St. Laurent Reserve by Johann Gisperg (Austria)
990,197701,Sauvignon Blanc,Tscheppe,Austria,White,Sauvignon Blanc by Tscheppe (Austria)
991,197934,Riesling Reserve Stratzinger Sunogeln 1ÖTW,Weingut Josef Schmid,Austria,White,Riesling Reserve Stratzinger Sunogeln 1ÖTW by Weingut Josef Schmid (Austria)
992,198014,Limited Edition Barrel Fermented Chardonnay,Sebes Estate,Romania,White,Limited Edition Barrel Fermented Chardonnay by Sebes Estate (Romania)
993,198061,Petite Arvine,Jacques Germanier,Switzerland,White,Petite Arvine by Jacques Germanier (Switzerland)
994,198088,Cellar Selection Cabernet Franc Rosé,Sileni Estates,New Zealand,Rosé,Cellar Selection Cabernet Franc Rosé by Sileni Estates (New Zealand)
995,198090,Pinot Noir,Murfatlar,Romania,Red,Pinot Noir by Murfatlar (Romania)
996,198479,Vieilles Vignes Chasselas,Domaine Saint-Sébaste,Switzerland,White,Vieilles Vignes Chasselas by Domaine Saint-Sébaste (Switzerland)
997,198580,The Falcon Pinot Gris,Lake Chalice,New Zealand,White,The Falcon Pinot Gris by Lake Chalice (New Zealand)
998,198885,Chasselas,Robert Andrey Schafis,Switzerland,White,Chasselas by Robert Andrey Schafis (Switzerland)
999,199204,Late Harvest Riesling,Martinborough Vineyard,New Zealand,Dessert,Late Harvest Riesling by Martinborough Vineyard (New Zealand)
1000,199306,Sweet Beak Late Harvest Riesling,Lake Chalice,New Zealand,Dessert,Sweet Beak Late Harvest Riesling by Lake Chalice (New Zealand)
1001,199360,Grüner Veltliner Alte Reben,Urbanihof,Austria,White,Grüner Veltliner Alte Reben by Urbanihof (Austria)
1002,199408,Petite Arvine,Niklaus Wittwer,Switzerland,White,Petite Arvine by Niklaus Wittwer (Switzerland)
1003,199481,St. Laurent Reserve,Hundsdorfer,Austria,Red,St. Laurent Reserve by Hundsdorfer (Austria)
1004,199533,Mariengarten Chardonnay,Muster-Gamlitz,Austria,White,Mariengarten Chardonnay by Muster-Gamlitz (Austria)
1005,199885,Grüner Veltliner Federspiel Ried Kreuzberg,Josef Fischer,Austria,White,Grüner Veltliner Federspiel Ried Kreuzberg by Josef Fischer (Austria)
1006,200139,Drama Queen Rosé,Bridge Pa Vineyards,New Zealand,Rosé,Drama Queen Rosé by Bridge Pa Vineyards (New Zealand)
